requirement_id,outcome,release_slice,work_item,design_ref,code_ref,test_ref,harness_gate,evidence_ref,status,owner
"TEST-006","And 可重试性与 upstream reference 可供管理员查看（TEST-006）","Foundation 0 / V1-A","US-002","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-006","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-007","And 状态同时使用文本、图标和颜色（TEST-007）","Foundation 0 / V1-A","US-003","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-007","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-008","And 超过范围时在发出外部请求前给出可行动错误（TEST-008）","Foundation 0 / V1-A","US-003","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-008","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-009","And 本地工作仍可查看和记录（TEST-009）","Foundation 0 / V1-A","US-003","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-009","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-010","And 每条记录包含对象、原因、时间、新鲜度、责任和一个主动作（TEST-010）","Foundation 0 / V1-A","US-004","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-010","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-011","And 写命令只打开预填编排器，不直接执行（TEST-011）","Foundation 0 / V1-A","US-004","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-011","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-012","And 全流程可用键盘完成并具有可见焦点（TEST-012）","Foundation 0 / V1-A","US-004","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-012","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-013","Then 可保存派车草稿，状态为 DRAFT，不触发 G7 写入（TEST-013）","V1-A","US-005","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-013","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-014","And 阻塞与建议使用不同语义，建议可覆盖并记录理由（TEST-014）","V1-A","US-005","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-014","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-015","Then 确认被阻止并显示冲突对象/时间，未经重新选择不可继续（TEST-015）","V1-A","US-006","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-015","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-016","Then 本地校验与数据库约束均拒绝命令，且不会发送 G7 请求（TEST-016）","V1-A","US-006","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-016","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-017","And 重复提交相同 Idempotency-Key 只返回原结果（TEST-017）","V1-A","US-006","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-017","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-018","And 乱序到达不会覆盖较新的事实（TEST-018）","V1-A","US-007","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-018","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-019","Then 工作与派车、车辆、司机和来源事实关联，且出现在“今天”（TEST-019）","V1-A","US-007","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-019","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-020","Then 仍由计划、位置历史和围栏记录完整工作，不调用 developing 接口（TEST-020）","V1-A","US-007","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-020","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-021","And UI 显示最后尝试、影响和重试/撤销动作（TEST-021）","V1-A","US-008","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-021","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-022","Then 状态收敛为 SYNCED，不产生重复绑定（TEST-022）","V1-A","US-008","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-022","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-023","Then 生成管理员运营工作并携带 request/trace/upstream reference（TEST-023）","V1-A","US-008","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-023","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-024","Then 按租户、来源事件 ID 和 payload hash 幂等保存，游标只在成功处理后推进（TEST-024）","V1-C","US-009","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-024","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-025","And 缺口和恢复结果进入审计/指标（TEST-025）","V1-C","US-009","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-025","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-026","Then 该租户按退避重试，不阻塞其他租户分区（TEST-026）","V1-C","US-009","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-026","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-027","Then 形成带 rule_version、依据、车辆、司机、媒体状态和 SLA 的 SafetyCase（TEST-027）","V1-C","US-010","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-027","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-028","And 原始事实全部保留（TEST-028）","V1-C","US-010","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-028","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-029","Then Case 原子进入 CLAIMED，记录责任人、SLA 和审计事件（TEST-029）","V1-C","US-011","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-029","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-030","Then 保存结构化结果、说明和附件引用，事实区仍不可编辑（TEST-030）","V1-C","US-011","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-030","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-031","Then 状态进入 REVIEW_PENDING，只有不同的复核角色可确认关闭（TEST-031）","V1-C","US-011","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-031","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-032","Then 通过短期授权展示图片/视频状态/回放或外链，不暴露长期源 URL（TEST-032）","V1-C","US-012","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-032","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-033","Then 显示真实状态、更新时间和可行动选项，不显示为“无风险”（TEST-033）","V1-C","US-012","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-033","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-034","Then 追加修订并重新进入待判断，保留原结论和复核记录（TEST-034）","V1-C","US-012","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-034","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-035","And 每项标明来源与版本/时间（TEST-035）","V1-B","US-013","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-035","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-036","Then 新版本生效，旧版本仍可审计；到期日晚于签发日（TEST-036）","V1-B","US-013","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-036","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-037","Then 幂等生成带规则版本、责任和计划时间的到期工作（TEST-037）","V1-B","US-014","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-037","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-038","Then 工作进入完成，车辆档案追加结果版本并计算下一周期（TEST-038）","V1-B","US-014","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-038","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-039","Then 显示数据延迟，不把车辆标为正常；用户仍可用有理由的人工值完成记录（TEST-039）","V1-B","US-014","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-039","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-040","And 错误行可下载且不含越权对象（TEST-040）","V1-B","US-015","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-040","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-041","Then 以租户内外部 ID 和作业幂等键执行一次，不产生重复对象（TEST-041）","V1-B","US-015","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-041","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-042","Then 异步生成加密、短期有效文件，记录审批人、下载人和次数（TEST-042）","V1-B","US-015","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-042","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-043","Then 先软删除并进入审批，保留法定/合同优先级和外部删除执行结果（TEST-043）","V1-B","US-016","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-043","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-044","Then 提前显示剩余额度；超限返回可行动错误且不无限重试 G7（TEST-044）","V1-B","US-016","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-044","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-045","And 审计结果继续受租户/角色范围保护（TEST-045）","V1-B","US-016","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-045","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-046","Then 固化租户、组织/标签、对象、时间窗口、操作者和 Context Pack 版本，生成可分享 resume URL（TEST-046）","V1-C","US-017","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-046","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-047","Then 还原最后持久化阶段、未解决问题、审批状态和最后同步时间，不重新扩大作用域（TEST-047）","V1-C","US-017","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-047","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-048","Then 由服务端拒绝并记录越权事件，模型上下文不包含被拒绝对象（TEST-048）","V1-C","US-017","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-048","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-049","Then 先输出证据计划，列出 G7/本地工具、原因和完成条件，不调用写工具（TEST-049）","V1-C","US-018","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-049","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-050","Then EvidenceClaim 包含来源、发生/接收时间、请求 ID、新鲜度和权限，UI 分开显示事实、推断、未知和冲突（TEST-050）","V1-C","US-018","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-050","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-051","Then 显示证据缺口并提供补充范围/人工确认，不生成“已确认”结论（TEST-051）","V1-C","US-018","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-051","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-052","Then 必须声明输入/输出 schema、读写类型、风险等级、幂等键、超时、可撤销性、数据范围和审计字段（TEST-052）","V1-C","US-019","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-052","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-053","Then 只注入本次 Thread 作用域和服务端凭据引用，模型和浏览器永不获得 access key/签名材料（TEST-053）","V1-C","US-019","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-053","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-054","Then 阻止调用、记录原因并允许用户修改范围或转人工（TEST-054）","V1-C","US-019","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-054","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-055","Then RunEvent 显示阶段、工具、来源、耗时、重试次数、错误类型和下一步（TEST-055）","V1-C","US-020","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-055","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-056","Then Thread 保留已完成证据，提供有界重试、改范围、降级到结构化表单或人工接管，不无限重试（TEST-056）","V1-C","US-020","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-056","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-057","Then R0 直接展示，R1 保存为本地可撤销草稿并要求用户确认（TEST-057）","V1-C","US-021","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-057","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-058","Then 显示目标、证据、影响、可撤销性、失败回滚、策略版本和过期时间，未批准不能执行（TEST-058）","V1-C","US-021","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-058","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-059","Then 仍需不同角色第二次批准；拒绝、过期和修改参数均记录审计（TEST-059）","V1-C","US-021","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-059","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-060","Then 每个 Agent Lane 显示角色、作用域、工具、耗时和证据引用；主线程不共享超出范围的数据（TEST-060）","V1-C","US-022","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-060","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-061","Then 显示一致项、冲突项、未知项和建议，不掩盖少数意见（TEST-061）","V1-C","US-022","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-061","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-062","Then 重新读取本地派车、G7 人车绑定/状态和相关事实，显示“已生效/待同步/回读延迟/失败”（TEST-062）","V1-C","US-023","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-062","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-063","Then 本地业务与 G7 同步状态正交，不能显示“已完成”，并提供重试、撤销或人工接管（TEST-063）","V1-C","US-023","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-063","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-064","Then 保存证据覆盖率、动作正确性、审批绕过、回读一致性、人工接管和 token/工具成本（TEST-064）","V1-C","US-024","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-064","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-065","Then 生成包含作用域、关键事实、未知、责任人、下一步、审批状态和最后同步时间的摘要，并可从链接恢复（TEST-065）","V1-C","US-024","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-065","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-066","Given 文档包含客户、货物、时窗和两个低置信字段 When 预检完成 Then 原文与抽取值并排显示，重复/缺失/冲突进入校正队列，提交保留来源与版本（TEST-066）。","V1-A","US-025","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-066","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-067","Given 用户无权访问文档中的组织 When 抽取运行 Then 受限字段不进入模型上下文或结果，拒绝事件可审计（TEST-067）。","V1-A","US-025","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-067","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-068","Given 多个兼容订单和容量/时窗约束 When 生成履约计划 Then 得到版本化运输段、停靠点与约束解释，未确认计划不改变生产派车（TEST-068）。","V1-A","US-026","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-068","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-069","Given G7 位置与计划时窗有效 When ETA 更新 Then 显示证据、新鲜度、置信区间、受影响订单和最晚补救时间（TEST-069）。","V1-A","US-027","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-069","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-070","Given 位置延迟或关键事实未知 When 计算风险 Then 降低置信度并标记未知，不把旧位置解释为准时（TEST-070）。","V1-A","US-027","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-070","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-071","Given 一个车辆晚到影响多个订单和后续班次 When 打开异常 Then 图与列表一致展示订单、段、停靠点、客户、车辆、司机和后续任务，节点可回溯事件版本（TEST-071）。","V1-A","US-028","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-071","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-072","Given 到货事件已发生 When 用户尝试结案 Then 系统校验签收、照片、异常说明和客户确认，缺失项转为工作，满足条件才进入结算（TEST-072）。","V1-A","US-029","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-072","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-073","Given 用户打开今天工作台 When 简报加载 Then 关键变化、未来四小时风险、审批和交接按角色排序，选择后保持右侧对象/Agent 上下文（TEST-073）。","V1-A","US-030","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-073","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-074","Given 车辆维护、司机班次和资格已经同步 When 打开未来日期 Then 可用、锁定、维护占用和资格风险按组织/车型聚合且带新鲜度（TEST-074）。","V1-A","US-031","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-074","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-075","Given 订单需要特定载重、时窗和司机资格 When 请求候选 Then 系统分别显示阻塞、风险和建议，并引用容量、工时、位置与资格证据（TEST-075）。","V1-A","US-032","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-075","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-076","Given 用户覆盖非阻塞建议 When 保存选择 Then 要求理由并保留原建议与规则版本（TEST-076）。","V1-A","US-032","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-076","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-077","Given 用户复制当前计划并修改约束 When 计算场景 Then 最多三个方案使用同一指标口径并排比较，输入快照可重现且不改生产计划（TEST-077）。","V1-A","US-033","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-077","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-078","Given 场景含多条运输段 When 生成草稿 Then 每项显示人车、冲突、风险和可撤销性，未确认不调用 G7（TEST-078）。","V1-A","US-034","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-078","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-079","Given 用户确认批次 When 同步部分失败 Then 每项业务状态与 G7 状态独立，成功项不重复、失败项可重试或撤销（TEST-079）。","V1-A","US-034","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-079","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-080","Given 未来订单超过可用运力或维护/工时造成冲突 When 预警任务运行 Then 创建带影响、最晚动作时间和补运/改约建议的工作项（TEST-080）。","V1-A","US-035","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-080","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-081","Given 场景已被选择但未执行 When 用户交接 Then 责任人收到包含约束、证据、差异、待确认项和深链接的工作（TEST-081）。","V1-A","US-036","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-081","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-082","Given 客户合同包含分层时限和通知规则 When 发布 SLA 版本 Then 保存作用域、生效期、联系人、渠道和升级规则，历史订单仍引用原版本（TEST-082）。","V1.5","US-037","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-082","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-083","Given ETA 风险已确认 When Agent 生成通知 Then 草稿显示收件人、渠道、承诺、事实引用和未知字段，发送前可编辑（TEST-083）。","V1.5","US-038","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-083","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
"TEST-084","Given 用户批准发送 When Channel Adapter 返回结果 Then 时间线保存 R2 批准、消息版本、回执和可撤回状态（TEST-084）。","V1.5","US-038","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","NOT_IMPLEMENTED","TEST-084","Build or Acceptance Gate","Future JUnit/JSON/Playwright evidence","PLANNED_NOT_IMPLEMENTED","QA + Engineering"
