requirement_id,business_capability,object_or_data,g7_app_or_api,endpoint_and_maturity,read_or_write,truth_owner,sandbox_evidence,reuse_mode,identified_gap,local_storage_needed,decision,approver
"FR-070","车辆运营总览","mixed asset operations; contract: 车队长和车务人员必须能按组织、班次、可用性、位置新鲜度、健康、检查、维护、证照和任务占用筛选车辆；每辆车必须展示当前运输、下一占用、阻塞原因和明确下一动作。","vehicles, trailers, non-powered assets, devices, relations and availability","asset/vehicle/trailer/gateway/assignment scopes ACTIVE and SANDBOX-supported; release maturity unverified","READ","G7","WORKBENCH_INVENTORY_ONLY: relevant master-data and assignment read/write scopes are active and their SANDBOX REST endpoints are supported. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-009","No duplicate asset master; candidate derived availability/defect extension","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-071","车辆检查与缺陷","inspection, defect, health and maintenance; contract: Driver Companion 和车务工作面必须支持班前、班后和专项检查，记录检查表版本、设备会话、里程/工时、图片、缺陷和司机声明；缺陷必须进入 待判断/限制运行/已转工单/已解决 状态，不得只作为附件归档。","inspection evidence, defect, health, work order, qualification and impact","asset/qualification/storage/telemetry scopes SANDBOX-supported; safety/media REST unsupported; no inspection/defect/maintenance scope found","READ_WRITE","G7_FACTS_PRODUCT_WORKFLOW","WORKBENCH_INVENTORY_ONLY: asset, qualification, storage and telemetry scopes are SANDBOX-supported; safety/media REST is unsupported and no inspection/defect/maintenance lifecycle scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-009","PROPOSED minimal work chain only after authenticated platform search","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-072","车辆健康与派车门禁","inspection, defect, health and maintenance; contract: 系统必须聚合故障码、检查缺陷、维护逾期、证照资格、安全限制和人工停驶，形成带来源、严重度和有效期的车辆可用性投影；派车前必须重新校验，警告与硬阻塞分开显示。","inspection evidence, defect, health, work order, qualification and impact","asset/qualification/storage/telemetry scopes SANDBOX-supported; safety/media REST unsupported; no inspection/defect/maintenance scope found","READ_WRITE","G7_FACTS_PRODUCT_WORKFLOW","WORKBENCH_INVENTORY_ONLY: asset, qualification, storage and telemetry scopes are SANDBOX-supported; safety/media REST is unsupported and no inspection/defect/maintenance lifecycle scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-009","PROPOSED minimal work chain only after authenticated platform search","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-073","保养计划与提醒","inspection, defect, health and maintenance; contract: 系统必须支持按时间、里程、发动机工时或其组合建立保养计划和提前阈值；提醒可批量分派、暂缓和转工单，暂缓必须记录理由、责任人和新的到期条件。","inspection evidence, defect, health, work order, qualification and impact","asset/qualification/storage/telemetry scopes SANDBOX-supported; safety/media REST unsupported; no inspection/defect/maintenance scope found","READ_WRITE","G7_FACTS_PRODUCT_WORKFLOW","WORKBENCH_INVENTORY_ONLY: asset, qualification, storage and telemetry scopes are SANDBOX-supported; safety/media REST is unsupported and no inspection/defect/maintenance lifecycle scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-009","PROPOSED minimal work chain only after authenticated platform search","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-074","维修工单生命周期","inspection, defect, health and maintenance; contract: 车务人员必须能从车辆、缺陷、故障或保养提醒创建维修工单，维护 待审批/已排程/维修中/待验收/已完成/取消 状态，并记录问题、原因、措施、服务任务、计划/实际时间、附件和停机影响。","inspection evidence, defect, health, work order, qualification and impact","asset/qualification/storage/telemetry scopes SANDBOX-supported; safety/media REST unsupported; no inspection/defect/maintenance scope found","READ_WRITE","G7_FACTS_PRODUCT_WORKFLOW","WORKBENCH_INVENTORY_ONLY: asset, qualification, storage and telemetry scopes are SANDBOX-supported; safety/media REST is unsupported and no inspection/defect/maintenance lifecycle scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-009","PROPOSED minimal work chain only after authenticated platform search","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-075","维修资源与成本","inspection, defect, health and maintenance; contract: 维修工单必须支持配件、库存地点、领用/退回、技师、人工工时、供应商、报价、保修和费用行；完工后成本进入车辆服务历史和经营语义层，不得覆盖来源票据。","inspection evidence, defect, health, work order, qualification and impact","asset/qualification/storage/telemetry scopes SANDBOX-supported; safety/media REST unsupported; no inspection/defect/maintenance scope found","READ_WRITE","G7_FACTS_PRODUCT_WORKFLOW","WORKBENCH_INVENTORY_ONLY: asset, qualification, storage and telemetry scopes are SANDBOX-supported; safety/media REST is unsupported and no inspection/defect/maintenance lifecycle scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-009","PROPOSED minimal work chain only after authenticated platform search","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-076","完工放行与运力重算","inspection, defect, health and maintenance; contract: 维修完成必须经过验收和可行驶确认，自动解决关联缺陷/提醒、重算下次保养、更新车辆可用性，并列出受影响班次和运输段；解除停驶属于受审计动作，高风险停驶/放行按 R3 复核。","inspection evidence, defect, health, work order, qualification and impact","asset/qualification/storage/telemetry scopes SANDBOX-supported; safety/media REST unsupported; no inspection/defect/maintenance scope found","READ_WRITE","G7_FACTS_PRODUCT_WORKFLOW","WORKBENCH_INVENTORY_ONLY: asset, qualification, storage and telemetry scopes are SANDBOX-supported; safety/media REST is unsupported and no inspection/defect/maintenance lifecycle scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-009","PROPOSED minimal work chain only after authenticated platform search","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-077","安全辅导与改善","inspection, defect, health and maintenance; contract: 系统必须将驾驶行为、视频、风险评分、历史干预、培训和复发情况组成司机安全档案；安全案件可生成辅导/培训任务，完成后跟踪确认、复发和改善结果，不以单次关闭替代效果验证。","inspection evidence, defect, health, work order, qualification and impact","asset/qualification/storage/telemetry scopes SANDBOX-supported; safety/media REST unsupported; no inspection/defect/maintenance scope found","READ_WRITE","G7_FACTS_PRODUCT_WORKFLOW","WORKBENCH_INVENTORY_ONLY: asset, qualification, storage and telemetry scopes are SANDBOX-supported; safety/media REST is unsupported and no inspection/defect/maintenance lifecycle scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-009","PROPOSED minimal work chain only after authenticated platform search","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-078","油能运营","fuel, energy and vehicle cost; contract: 系统必须按车辆、司机、运输段和时间展示油耗/电耗、怠速、加油/充电、里程和单位能耗，区分 G7/设备事实、卡交易、人工录入和推算值，并标注缺口与置信度。","telemetry, mileage, transactions, invoices and derived cost","vehicle telemetry/mileage/location scopes SANDBOX-supported; no fuel-card/invoice/cost scope found","READ","G7_AND_EXTERNAL_SOURCES","WORKBENCH_INVENTORY_ONLY: vehicle telemetry/mileage scopes are SANDBOX-supported; no fuel-card, invoice or vehicle-cost scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-010","PROPOSED source-separated evidence/projection; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-079","油能与支出异常","fuel, energy and vehicle cost; contract: 系统必须识别位置与交易不一致、油箱变化与加油量不一致、异常频次、非任务时段消费和重复交易，将结果转为可调查案件；系统不得仅凭模型判断直接认定舞弊或冻结司机。","telemetry, mileage, transactions, invoices and derived cost","vehicle telemetry/mileage/location scopes SANDBOX-supported; no fuel-card/invoice/cost scope found","READ","G7_AND_EXTERNAL_SOURCES","WORKBENCH_INVENTORY_ONLY: vehicle telemetry/mileage scopes are SANDBOX-supported; no fuel-card, invoice or vehicle-cost scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-010","PROPOSED source-separated evidence/projection; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-080","利用率与全生命周期成本","fuel, energy and vehicle cost; contract: 系统必须按车辆、车型、组织和线路计算利用率、空驶、停机、维修、油能、保险/证照和折旧等成本，显示口径、缺失数据和不可分摊项，并可下钻到订单、工单和原始凭证。","telemetry, mileage, transactions, invoices and derived cost","vehicle telemetry/mileage/location scopes SANDBOX-supported; no fuel-card/invoice/cost scope found","READ","G7_AND_EXTERNAL_SOURCES","WORKBENCH_INVENTORY_ONLY: vehicle telemetry/mileage scopes are SANDBOX-supported; no fuel-card, invoice or vehicle-cost scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-010","PROPOSED source-separated evidence/projection; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-081","跨域影响传播","vehicle impact propagation; contract: 车辆被锁定、限制运行、停驶、进入维修或恢复可用时，系统必须重新计算关联派车、在途运输、未来班次、客户承诺和替代资源，生成有责任人和最晚处理时间的影响工作。","availability and affected shift/dispatch/order/customer commitments","asset/assignment/location scopes SANDBOX-supported; safety REST unsupported; no product impact-propagation scope found","READ","PRODUCT_DERIVED_FROM_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; safety REST is unsupported and no product impact-propagation scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","LOCAL_READ_PROJECTION","G7-GAP-003;G7-GAP-009","PROPOSED replayable impact projection; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-082","车辆运营智能能力","vehicle Agent governance; contract: 系统必须提供车辆就绪检查、缺陷分诊、维修诊断、油能审计、安全调查和利用率分析等对象化智能能力；这些能力复用 AgentThread、Context Pack、Tool Registry、R0-R3 审批和写后回读，不得建立绕过业务服务的第二套 AI 写入通道。","vehicle context and controlled tools","No target-app Agent scope found; G7 facts only through Tool Registry","READ_WRITE","PRODUCT","WORKBENCH_INVENTORY_ONLY: no Agent, tool-governance, approval, Playbook or knowledge-lifecycle scope was found; G7 facts remain available only through product tools. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","LOCAL_GAP_IMPLEMENTATION","G7-GAP-004","Reuse common Agent runtime; no separate vehicle Agent service","APPROVED_LOCAL_DESIGN_TEST_REVIEW_ONLY; EXECUTION_BLOCKED_PENDING_SIGNED_SANDBOX_AND_NAMED_ACTIVATION_REVIEW","周贺龙: LOCAL_DESIGN_TEST_REVIEW_2026-08-25; ACTIVATION_REVIEWER_UNASSIGNED"
